id,full_text,final_sentiment
1050,@AdindaZahrany07 ugm malu dulunya punya jokowi #IndonesiaGelap #AdiliJokowi,negatif
1051,Karya Iwan Fals di Bredel jg Saat ORBA .. 2004 -2009 iwan Fals mengeluarkan album Manusia Setengah Dewa #IndonesiaGelap #IndonesiaGelap2025,netral
1052,#IndonesiaGelap #DarkIndonesia #IndonesiaGelap2025 panjang umur perjuangan,positif
1053,Luar biasa! Ini upaya yang keren banget... #IndonesiaGelap,?
1054,Hukum aja bisa dibayar #IndonesiaGelap,negatif
1055,Bisakah ini #IndonesiaGelap,netral
1056,@NanasKukus @lievvv4 Iya tiap ada demo tau nya dr X mulu. Semoga yg lg pd demo dilindungi selalu #IndonesiaGelap,positif
1057,Keren abang abang semuanya terimakasih mari kita support yang sudah berjuang #IndonesiaGelap,positif
1058,alah pret #IndonesiaGelap,negatif
1059,Stay safe buat yang masih mau turun jalan nanti. Perjuangan belum selesai. Belum saatnya terbakar jangan mati sebelum besar!! #IndonesiaGelap,positif
1060,Gabisa tidur kalau belum buat #ArtistBersuara #IndonesiaGelap #DarkIndonesia https://t.co/rGal4kqHUd,netral
1061,SIKLUS DI NEGARA KONOHA: PEMERINTAH BUAT KEBIJAKAN&gt;MASYARAKAT SADAR KALAU ITU MERUGIKAN&gt;PRESIDEN BATALKAN DAN SEOLAH JADI PAHLAWAN. #IndonesiaGelap,netral
1062,13 tuntutan aksi #IndonesiaGelap https://t.co/YFbz1LglJk,netral
1063,Soal apa itu yg Di Amankan Bg @ListyoSigitP .. Hoax apa Fakta .. kalau Ada Domino Efect Klimak Karena Mreka Muak .. Mreka/Org Tua Bayar Pajak Utk Gaji Tunjangan Fasilitas Berikut Kenakalan Kalian dlm 12% . #IndonesiaGelap #IndonesiaGelap2025,negatif
1064,Dear kawan-kawan seperjuangan silakan pakai aset fotoku di Aksi #IndonesiaGelap 21 Februari tadi. Tidak perlu kredit pake aja https://t.co/7imJJgNG3t https://t.co/tto5E2liuB,?
1065,@_DPRHARU maaf cuman bisa bantu melalui media sosial #IndonesiaGelap #daruratindonesia #PeringatanDarurat,?
1066,@tham878 Karena mempunyai roh yg sama untuk melawan ketidakadilan dan mengadili jokowi. #IndonesiaGelap #DarkIndonesia,negatif
1067,Ada gak TV mainstream dalam negeri menyiarkan berita demo mahasiswa seperti ini tv nasional di luar negeri? #IndonesiaGelap #IndonesiaCemas #KaburAjaDulu https://t.co/9B1bjltjdZ,netral
1068,Ya Allah knp aku WNI #IndonesiaGelap,negatif
1069,Hamdalah. Home. Terima kasih orang2 baik yg ksh gratis air dan makananan. Semoga semua yg hadir baik2 saja. Sampai menang. ️#IndonesiaGelap,?
1070,Mungkin mmg @CNNIndonesia ditugasi utk framing kalo demo #IndonesiaGelap itu rusuh Mrk ga pengen Indonesia digdaya dan maju Krn pemuda/i nya cerdas hasil pendidikan yg bermutu dan murah Kita buat menyalaaaa Indonesia dgn perlawanan,negatif
1071,Stay safe everyone semoga Tuhan melindungi kalian semua #IndonesiaGelap,positif
1072,Ketika kebijakan tidak lagi bijak di mata masyarakat dan justru malah menyengsarakan. Patut lah menggema tagar #IndonesiaGelap,negatif
1073,@Jateng_Twit Pas viral aja.. omonganya kalem pas gk ad kamera serem2.. bahkan smpe guru d pecat.... koplak..... masyarkat gk bodoh pak..... #IndonesiaGelap,negatif
1074,@AntoniusCDN @WagimanDeep212_ @GunRomli @islah_bahrawi @KangManto123 @03__nakula @ahmad_bellamy @Anak__Ogi @Ary_PrasKe2 @barengwarga @ch_chotimah2 @Cintada16 @DS_yantie @NgkongRoses @seruanhl Mulyono bayar media buat propaganda coy #IndonesiaGelap,negatif
1075,Bayar aja jgn dilawan #IndonesiaGelap https://t.co/x0ScIDZ7DI,negatif
1076,@Franken_blues Hahaha BuzerRp sachetan #IndonesiaGelap karna kalian sampah² perdaban,negatif
1077,Korban dari kebijakan efisiensi itu rakyat yang untung tetap pejabat. #Kehed #IndonesiaGelap,negatif
1078,#IndonesiaGelap Teman² di balikpapan kalimantan timur pada ketangkap 4 jam lalu.. https://t.co/8dKoXYuMFk,negatif
1079,Gamis kekinian warna soft motif bunga cuma 170 ribuan. lipstick istri sah Polda Jateng GoFood Hemat Promo Tanggal Tua Mikha #IndonesiaGelap Fadli Zon #NewtopiaEp4 Patung Kuda Kepala Daerah PDIP skincare viral Buruan checkout link dibawah atau bio atas! https://t.co/bKT1C6yvGv https://t.co/mbF9pctKL6,netral
1080,gue akui tulisan gue suicidal mentok. tapi pernah ngga lo disuru bundir sama pemerintah lo sendiri? #IndonesiaGelap #DarkIndonesia https://t.co/OtfZj5z1Wc,negatif
1081,@AgusSajiwo6023 @BujangMaya16 @Kucyber69 Sudah kok Mas. Salah satu dari 13 tuntutan yang diajukan oleh peserta aksi demo #IndonesiaGelap adalah mendesak Perppu perampasan aset. Posternya banyak dan berseliweran. Mungkin Anda saja yang nggak baca. Yah punya nama Agus sekarang ini memang berat Mas. Tapi,negatif
1082,@nirby CNN Indonesia mah emang buzzer dari awal mereka berdiri lol #IndonesiaGelap #13Tuntutan,negatif
1083,Pada aktor 98 baik yg demo dan yang di demo sekarang banyak yg sedang menikmati berkuasa di pemerintahan. Bung Karno said : perjuangan ku mudah karena melawan penjajah perjuangan kalian akan berat karena melawan bangsa sendiri . #IndonesiaGelap,negatif
1084,@RajaJuliAntoni Presiden pelayan mulyono dan oligarki #IndonesiaGelap #AdiliJokowi #IndonesiaGelap,negatif
1085,@are_inismyname @Heraloebss @Kimberley_PS08 Apabila tulisan saya menyinggung saya mohon maaf yg sebesar-besarnya terutama untuk yg namanya saya sebut-sebut dalam tulisan saya tadi Semoga mereka memahami perasaan saya. Terimakasih. #IndonesiaGelap #PeringatanDarurat https://t.co/8ffXMtewA3,?
1086,Bergentayangan menCEKOKI Calon Pemilih 2029 dgn Kesesatan Pikir Dgn Defect Sbg Anak Haram Konstitusi Cacat Pikir Cacat Kinerja Cacat Moral. Slh Satau Warisan Si Mulyono Si Fir aun Jawa #AdiliJokowi #IndonesiaGelap karenanya.,negatif
1087,@bustwedan @ferrykoto Opini tersampah. GMNI diberbagai kampus juga ada karena bersifat organisasi ekstenal yang tidak terikat dengan pertaturan kampus ditambah argumen dungu dengan membawa parpol PDIP karena adanya bendera GMNI di #IndonesiaGelap APAKABAR DENGAN ORGANISASI EKSTERNAL LAINNYA?,negatif
1088,@TOM5helby @PDI_Perjuangan Sebaiknya @PDI_Perjuangan @puanmaharani_ri berani ambil posisi sebagai Oposan agar @prabowo yg merupakan kelanjutan @jokowi tdk membuat #IndonesiaGelap terus. https://t.co/xkj3atU7ZW,negatif
1089,Sampai ada yang meninggal krn kebijakan serampangan #IndonesiaGelap https://t.co/s9CB2K2hlF,negatif
1090,#IndonesiaGelap Rakyat hanya budak bagi pemerintah Rakyat disuruh bayar pajak supaya penguasa yg kenyang Rakyat hanya sebagai kelinci percobaan https://t.co/kuwEF9A54G,negatif
1091,ANJRITTT JIWA WIBU-KU TERANCAM #IndonesiaGelap,netral
1092,@andikamalreza Bodo amat ajg. #IndonesiaGelap #IndonesiaGelap2025,netral
1093,@gg_02022020 Gila ini mah... 197T kerugian negara kerugian konsumen tinggal dikali aja. Volume pertamax periode itu dikali selisih harga pertamax - pertalite. Edaaaaaaann... #IndonesiaGelap,negatif
1094,@gajimu_id @hrdbacot @FederasiSEMESTA @BuruhYogyakarta #hukummatikoruptor bakar pake pertalite.. denda 10x kerugian sita aset dr keluarga mereka. Audit semua plat merah. Gw aja dh 3 thun pusing kena phk cri kerja dha kaya cri tuhan... #IndonesiaGelap,negatif
1095,Hari Rabu Hari Ini. Negeri Kelabu Negeri Ironi. Masihkah #IndonesiaGelap ?,negatif
1096,@INDONESIAPERKS4 Semua hasil rampok UU #IndonesiaGelap,negatif
1097,@SiaranBolaLive #hukummatikoruptor denda 10x lerugian negara dr sita aset keluarga mereka... hukuman pantas buat koruptor.... klau pemerintah gk bsa biar rakyat yg bergerak reformasi menghukum koruptor buat di bakar. #IndonesiaGelap,negatif
1098,@detikcom Ngga tahu presiden #IndonesiaGelap tidak bisa membaca juga ya Saham rontok PHK massal Pabrik2 pindah negara lain Harga2 makin naik Pengangguran meledak BBM palsu Kok bego tdk bisa baca data ya Kasihan negeri ini,negatif
1099,@yaniarsim Perjuangan belum berakhir jangan sampai Indonesia benar benar menjadi #IndonesiaGelap https://t.co/QeOMpc90iO,negatif
1100,Punya LCGC sejak beli sampai saat ini selalu pakai Pertamax dengan pertimbangan gak mau nyusahin pemerintah karena subsidi. Ternyata yg dikasih oplosan Pertalite. Babik emang kalian. #IndonesiaGelap #IndonesiaCemas,negatif
1101,Kan benar² anj#@$g namanya. Niat bantu negara. Malah di ginian. Bikin #KaburAjaDulu di bilang gak nasionalisme. Benar² dah #IndonesiaGelap,negatif
1102,@JaenoXTM Harga yg hrs dibayar utk suatu perjuangan #IndonesiaGelap,negatif
1103,@prabowo #IndonesiaGelap KPK Harus Bertindak karena Jokowi Minta Diadili. Monitor Yth @prabowo @KejaksaanRI https://t.co/PSTxrEk20X,negatif
1104,@AiraNtieReal wa'alaikumussalam warahmatullahi wabarokatuh lanjutkan beli Pertamax #IndonesiaGelap #PelayanOligarki,?
1105,@rahmaniarbaftim Malah si mul isik bebas keluyuran sa'enake ndase dewe #IndonesiaGelap,netral
1106,@Heraloebss Kpk kerjnya apa.. koplak... timah 300T pertamina 190T gula 500M makanya #hukummatikoruptor dan denda 10x kerugian negara sita aset dr keluarga mereka.. tuhan merka cuma tkut mismin jd selama gk miskin merka gk bakal tobat.. #IndonesiaGelap,negatif
1107,@TukangBedah00 TNI yang bertugas jaga negara suka mabok-mabokan gini haduh #IndonesiaGelap ‍,negatif
1108,Jika Anak Muda Sudah Tidak Yaman Tidak Hanya Kursi Jabatan Anda Di Jungkirbalikan Tapi Mungkin Akan Membuat Tatanan Baru #IndonesiaGelap #AdiliJokowiHargaMati,negatif
1109,@Beritasatu Kok nunggu tahu ke 4 pak Bulan ke 4 saja sdh mengecewakan Apa tidak bisa baca data Rupiah ambruk Saham rontok PHK massal BBB palsu Apa ndak mikir ?? #IndonesiaGelap Ndasmu,negatif
1110,@piyopikavet Dan itu 3 tahun setelah kisah legendaris Pembubaran Petral yg konon sarang mafia minyak .....bullshit berarti ya krn mafianya gak bubar ? #IndonesiaGelap https://t.co/J1rlQfOwHD,negatif
1111,@kompascom Hebat koruptornya pk. klau orang hebat cukup dengan sedikit orang hasilnya bagus..contoh egara2 .maju kabinet dikit tp jalan ini bapak kabinet gemuk korup bnyak... ini bapak bnyak orng gk ad hasil kan koplak.. #IndonesiaGelap #hukummatikoruptor,negatif
1112,Ya siapa tau #BoikotPertamax lebih punya taji dibanding #IndonesiaGelap,negatif
1113,Bergurulah ke Negeri Cina wahai Pemimpin Negeri supaya Rakyat Indonesia Makmur Sejahtera dan Korupsi bisa dihentikan jangan memberi ampun KORUPTOR dgn alasan apapun tidak ada koruptor yg berkelakuan baik ingat.... #IndonesiaGelap #IndonesiaGelap https://t.co/WxVK9Yu9Zx,negatif
1114,Kita sekarang dijajah bangsa sendiri. Apalagi dgn kekayaan alam yg dikorupsi bertriliyunan. #IndonesiaGelap,negatif
1115,@KompasTV KERUGIAN NEGARA MULU !!! KERUGIAN JUTAAN KONSUMENYA GIMANA !!! #BoikotPertamina #PertaminaSarangKoruptor #IndonesiaGelap,negatif
1116,@Dennysiregar7 Gelap.... #IndonesiaGelap #DarkIndonesia,negatif
1117,@kompascom #IndonesiaGelap yaa buat rakyat. dr kasus korupsi.. aja gelap buat rkyat ug d rugikan rakyat.. timah 300T pertmaina 190T gula 500M Terang ya buat pejabat apa lagi koruptor. korup hukuman cuma ringan aturan #hukummatikoruptor dan sita aset denda 10x dari harta keluarga mereka,negatif
1118,@NOTASLIMBOY Oh Lord lindungi negeri kami dari Para Tetua sayang anak/keponakan . Jangan sampe Negeri tercinta ini semangkin Gulita saja akibat ulah mereka. Doa rakyat jelata ketika melihat #IndonesiaGelap,negatif
1119,11 12 sama @henrysubiakto Penyesalan ga ada guna.. Di saat... #IndonesiaGelap #IndonesiaGelap,negatif
1120,@MariaAlkaff_ @prabowo Halu tingkat tinggi. Ukuran Indonesia Gelap bukan pd menteri² dan pejabat²mu pak. Liat rakyat sekarang woyy. PHK di mana² katanya mau ciptakan 19 jt lapangan kerja tapi pengangguran menurun maksudnya menurun keanak cucu bahkan cicit. Bullshit‼️‍️ #IndonesiaGelap #Ndasmu,negatif
1121,I just published SIBAYAKTOTO: Situs Togel Bebas Invest dengan Promo Terbesar dan BBFS 10 Digit https://t.co/RpWvmJvneo #IndonesiaGelap #indonesian #sibayaktoto #sibayaktototerpercaya #sibayaktotogacor #sibayaktotologin #sibayaktotoslot,netral
1122,Just Omon Omon Terserah kealan mo buat apa Rakyat sudah pasrah dan mau nya #KaburAjaDulu #IndonesiaGelap,negatif
1123,Ternyata selama ini pertamax itu pertalite. Kenapa sih hal kecil kek gini harus bohong #IndonesiaGelap,negatif
1124,Dimaafkan ga nih Wok @prabowo 193 treliun itu loh Wok . #PertaminaSarangTikus #IndonesiaGelap https://t.co/eVF9q61JR3,negatif
1125,#IndonesiaGelap Habis Gelap Terbitlah Gelap BRAVO TNI Tarkam !!!,negatif
1126,Daripada pusing mikirin harga Pertamax mending kita bikin Pertamax KW sendiri aja. Modal air putih sama pewarna makanan. #IndonesiaGelap Pertamina Pertalite,negatif
1127,@bacottetangga__ Yg bakar sekampung itu suruh tanggung jawab! Pejabat nya sibuk korupsi! rakyat nya saling bunuh! Indonesia rakyatnya tdk akan sejahtra selama koruptor tidak di hukum mati! #IndonesiaGelap #IndonesiaGelap,negatif
1128,Biasanya manusia menggigit saat makan. Apakah wiwi ikut makan? #IndonesiaGelap #AdiliJokowi https://t.co/8tk2BeacSp,negatif
1129,Pasti kebakaran atau ada maling kenna banjir ehh. Mau berharap apa toh mereka korupsinya sama- sama. Udah ada pembagian kue jd engga ada memang yg ada di sisi rakyat mereka kerja untuk rampok uang rakyat sebetulnya #IndonesiaGelap,negatif
1130,Saat melamar kerjaan terlalu banyak syarat dan ketentuan.. ketika kerja banyak tuntutan diluar jobdesk dan jam kerja. #IndonesiaGelap #korup #petinggikampret,negatif
1131,EMOSI BANGET GW!!! #IndonesiaGelap #IndonesiaGelap2025 https://t.co/jTYVdT8wOx,negatif
1132,Ya iyalah seneng bayangin uang yang bisa mereka tilep berapa. Kebal hukum coyy siapa yg engga seneng. Indonesia kacau mereka tinggal pindah keluarga negeri #IndonesiaGelap #danantara,negatif
1133,@kompascom Pertamina boncos ratusan trilyun kok menteri gak tau!!! Saking tololnya apa saking liciknya!!!! #IndonesiaGelap,negatif
1134,@bangjerrrr Rezim Jokowi Perusak Demokrasi Dan Korup ‼️ Rezim Prabowo Melanjutkan Kerusakan Rezim Jokowi alias Cacat Secara Konstitusi &amp; Korup ‼️ = #AdiliJokowi #IndonesiaGelap #KamiBersamaSukatani #KaburAjaDulu,negatif
1135,@Boediantar4 @Bagas1Abu92313 @prabowo @KejaksaanRI @kpk #IndonesiaGelap KPK Harus Bertindak karena Jokowi Minta Diadili. Monitor Yth @prabowo @KejaksaanRI https://t.co/PSTxrEk20X,negatif
1136,@Jateng_Twit Rezim Jokowi Perusak Demokrasi Dan Korup ‼️ Rezim Prabowo Melanjutkan Kerusakan Rezim Jokowi alias Cacat Secara Konstitusi &amp; Korup ‼️ = #AdiliJokowi #IndonesiaGelap #KamiBersamaSukatani #KaburAjaDulu,negatif
1137,@jackjackparrr Sesuai target dong.. cuma cuci uang dan nama makin tersohor harta naik jabatan naik stafsus. Klean atur lah. #IndonesiaGelap #IndonesiaGelap,negatif
1138,Budaya Korupsi 1. Pertamax oplosan Rp 193 7 T 2. BLBI Rp 138 T 3. Duta Palma Rp 104 1 T 4. TPPI Rp 35 T 5. Asabri Rp 22 78 T 6. Jiwasraya Rp 16 8 T 7. Izin ekspor CPO Rp 12 T 8. Garuda Indonesia Rp 9 37 T 9. Proyek BTS 4G Rp 8 T 10. Bank Century Rp 7 T #IndonesiaGelap,negatif
1139,@alisyarief Rezim Jokowi Perusak Demokrasi Dan Korup ‼️ Rezim Prabowo Melanjutkan Kerusakan Rezim Jokowi alias Cacat Secara Konstitusi &amp; Korup ‼️ = #AdiliJokowi #IndonesiaGelap #KamiBersamaSukatani #KaburAjaDulu,negatif
1140,I second that. Selain bahasa mastering spreadsheet adalah skill krusial buat bekal #KaburAjaDulu. Mumpung masih ada waktu buru sertifikasinya sebelum #IndonesiaGelap benar-benar tiba.,netral
1141,@abu_waras Asiik..omong omong by the way...wapres nya masih Gibran pak @prabowo ? Terang Indonesia karena Wapres nya Gibran anaknya Jokowi guru politik itu yak? Apa karena banyak korupsi? #IndonesiaGelap,negatif
1142,Anjing Jongos Jokowi #IndonesiaGelap,negatif
1143,@tekarok007 Benar benar #IndonesiaGelap Pejabat2 maling masih aja dibela dan membully yg vokal kritik pemerintah.,negatif
1144,@ARSIPAJA Rezim Jokowi Perusak Demokrasi Dan Korup ‼️ Rezim Prabowo Melanjutkan Kerusakan Rezim Jokowi alias Cacat Secara Konstitusi &amp; Korup ‼️ = #AdiliJokowi #IndonesiaGelap #KamiBersamaSukatani #KaburAjaDulu,negatif
1145,@irwndfrry jadi apatis #UangKuBukanUangNegara yg selalu dikorupsi lewat setoran pajak Dan upeti #IndonesiaGelap #IndonesiaRungkad,negatif
1146,@akuntwiter968 Kesalah Pak Tom krn beliau dianggap abuse of power alias penyahgunaan wewenang. Pdhl import itu atas perintah mulyono menurut Pak Tom. Aaah sudalah mulyono tdk akan salah dan tak pernah salah meskipun sdh menghancurkan bangsa ini menggunakan kekuasaannya. #IndonesiaGelap,negatif
1147,Selamat pagi #IndonesiaGelap #AdiliBapaknyaFufufafa #FufufafaAibNasional https://t.co/lYybhhc7yu,netral
1148,Cobain Deh Sensasinya Bikin Melayang! Katanya sih Pertamax palsu itu limited edition. Cuma sultan yang bisa rasain sensasinya. #IndonesiaGelap Pertamina Pertalite https://t.co/aF1m1vMss7,netral
1149,Yang kemarin setelah pensiun mau pulang kampung trus momong cucu kok malah sibuk kesana kemari ya sambil beryahana yahanu yahani mmmprrrfffftt #IndonesiaGelap #AdiliBapaknyaFufufafa #FufufafaAibNasional https://t.co/ERa3ObnKu7,negatif
1150,@CNNIndonesia menteri hasil gemblengan Akmil magelang keluarga lebih penting daripada rakyat kebiasaan cawe2 pengaruh negatif dari pemimpin sebelumnya layak segera di reshafle gak pake lama bikin malu Prabowo yg jaranya pro rakyat @Gerindra #IndonesiaGelap,negatif
1151,Sarapan pagi disuguhi dengan ngeliat orang orang ngabisin duit negara Sama orang yang mabok PERTAMAK 193 T Gymana mau sehat warga Indonesia ini..... Dibikin tarik nafas Mulu ‍‍‍‍ #IndonesiaGelap https://t.co/D7o18Rs9rn,negatif
1152,@BurhanMuhtadi @ardisatriawan ternyata Mafia Migas itu beranak pinak .. dari Hulu sampai ke Hilir 193 7 Triliun dikorupsi .. apa ini yang disebut dengan #IndonesiaGelap ? #MafiaMigas #Korupsi #Pertamina,negatif
1153,Pertamax lite nanti ada Pertamax pro awokwok kaya hp aja #IndonesiaGelap,negatif
1154,Setelah MENIPU Rp 193 Triliun #IndonesiaGelap #KorupsiPertamina https://t.co/rCQ2ztALsP,negatif
1155,@uyoktweet Iklan yang ditampilkan berbanding terbalik dengan produk yang diberedar di pasaran barang busuk mau dipoles kek manapun ya tetap aja busuk. #IndonesiaGelap https://t.co/0AesIodZ1r,negatif
1156,@Piyusaja2 Pantesan kualitas Pertamax 92 belum mampu mencapai standar Euro-4 yng mengakibatkan polusi udara tinggi. Udah di korupsi dan skrg efisiensi anggaran makin sulit tercapai euro-4 makin tertinggal dgn kualitas BBM di negara² Asia Tenggara. Nasib ! #IndonesiaGelap #IndonesiaGelap https://t.co/k9hkBNPpFc,negatif
1157,Kurang baj****n gimana. Sementara rakyat tersengal² hidup dg penghasilan pas2an mereka hidup bergelimang harta yg bahkan dalam satu detik pun mereka masih dapat penghasilan lebih dari Rp 1000. #IndonesiaGelap https://t.co/CDn9xcZswt,negatif
1158,@WagimanDeep212_ #IndonesiaGelap PELAKUNYA WAYANG LAMA.... https://t.co/UKgxJdyzD7,negatif
1159,@tanyarlfes Dosen ngak cair tukin dr 2021 sampe 2024 aja ngak cair dan sekrg 2025 ngak cair lagi sekrg berikan Alfatihah kepada org org yg berjuang di #IndonesiaGelap,negatif
1160,Sebelum ketok palu Gaungkan terus Tolak Revisi UU Kejaksaan ‼️ Karena kewenangan yang ada dalam Revisi UU Kejaksaan sangat lah berbahaya jika terjadi dpt disalahgunakan. #IndonesiaGelap Indonesia Cemas Pertamina Pertamax Pertalite Banyak Liga 1 RON 32 BUMN https://t.co/5C3AttFXhV,negatif
1161,BISA JADI. Tapi makin kesini jadi makin jelas aja kalau pemerintah tuh sebenernya kayak kontol. #IndonesiaGelap tuh beneran wkwkwk,negatif
1162,Ah gila BBM dioplos. Emang BUMN SEBESAR ITU GAK PUNYA QUALITY CONTROL? #IndonesiaGelap,negatif
1163,Rakyat pak. Rakyat ga tahu kalian ngapaian aja kenapa tujuannya apa siapa yg diuntungkan. Negara jalan di atas ego penguasa itu bukan negara hukum. Itu negara gelap. #IndonesiaGelap,negatif
1164,@ismailfahmi Akhirnya ada berkomentar spt dan sadar #IndonesiaGelap,netral
1165,Pejabat Indo Gelap #IndonesiaGelap,negatif
1166,@mmaryasir Tryta #IndonesiaGelap sdh menyatu dlm semangat mereka menjalankan program,netral
1167,@Epricila10 HIDUP MAHASISWA #IndonesiaGelap #KaburAjaDulu #AdiliJokowi #Indonesiabubar NDUASSSSSMUUUUU,?
1168,@detikcom Harapan palsu masih hidup??????? FULL OMON-OMON NO ACTION TALK ONLY JOGET-JOGET #IndonesiaGelap #KaburAjaDulu #AdiliJokowi #indonesiabubar,negatif
1169,@SigitWasito8 HIDUP MAHASISWA #AdiliJokowi #IndonesiaGelap #KaburAjaDulu #IndonesiaGelap,?
1170,@Kiyai_MarufAmin Keadaan Negara Gawat Yai ... Yai Harus Speak Up... Jan Diam Yai ... Please ... #IndonesiaGelap #AdiliJokowi,negatif
1171,Optimis dan ujub beda tipis trnyta.. Krn ada yang lebih Tuhan drpd tuhan.. #IndonesiaGelap #AdiliJokowi,negatif
1172,Suram sudah Indonesia #IndonesiaGelap,negatif
1173,@CherylTanzil @psi_id masih lo mau bilang ini langkah terbaik pemerintah ? @Uki23 Bayar pajak hanya untuk menggaji orang orang yang tidak berguna. #IndonesiaGelap,negatif
1174,@JuniPutra2159 @NenkMonica @pertamina @erickthohir pun akan mengelak jika dimintai pertanggungjawaban selaku menteri BUMN. #IndonesiaGelap nyata adanya.,negatif
1175,@Dandhy_Laksono Kalo pertamax 92 isi 90 apa pertalite 90 campur aer ;) #IndonesiaGelap,negatif
1176,@geloraco Hahaha jokowi jancok tenan!!! #IndonesiaGelap,negatif
1177,Atp pengen jadi boss mafia baik and stands up for the people melawan rezim #IndonesiaGelap,negatif
1178,KLOP !! karena bapaknya koruptor terkenal sedunia .. kurang apalagi ?? INDONESIA !! MANA SUARANYA?? #AdiliJokowi #IndonesiaGelap,negatif
1179,@AraituLaki Hahaha sy juga udah nyumpahin waktu itu... Ternyata udah #IndonesiaGelap waktu itu ;) https://t.co/BLtSaX0xfO,negatif
1180,@kidemang1802 @Mdy_Asmara1701 Sedih #IndonesiaGelap,negatif
1181,Di Indo beli Pertamax dapetnya Pert..olol anjing tai babi! #IndonesiaGelap,negatif
1182,tanda2 #IndonesiaGelap RAMPOK MALING KORUPTOR MERAJALELA DI NEGRI INI,negatif
1183,Muhammad Kerry Andriato adalah generasi millennial yang punya pendidikan sangat baik dan berkelas dunia di Singapura dan Inggris. Tetapi punya hati yang busuk dan kriminal. Bagaimana menjelaskannya? #IndonesiaGelap https://t.co/uSNAHe27vg,negatif
1184,Jadi orang Suci kalo lagi di bawah tapi kalo sudah di atas sama aja bakal ikut jadi GELAP #IndonesiaGelap https://t.co/JddvyWhXYm,negatif
1185,@diamondicecake Insom bukannya matanya selalu terang tengah malem gak sih yang gelap itu indonesia #IndonesiaGelap,negatif
1186,@Jateng_Twit Kagak lah..... #IndonesiaGelap #DarkIndonesia #Ndasmu #DarkDanantara,netral
1187,Emang gabisa dipercaya kata2 ni aki-aki #AdiliJokowi #praboworezimboneka #IndonesiaGelap,negatif
1188,@kompascom Udah 1 Negara di bohongin tp masih minta buat di percaya lagi sih janggal. Mending pake #vivoenergyindonesia atau pake @bp_Indonesia ketahuan pelayanan bagus. #BUMNpenipu #IndonesiaGelap #pembohonganpublik #oknumpemerintahkorup,negatif
1189,@asumsico Mulyonoooooook 10 th rakyat di tindas semua hutan lautan tambang kekayaan bumi kau korup triliunan aku bersumpah suatu saat nanti kau hancur oleh rakyat hukum mati koruptor rampas semua aset nya negri ini udh #DaruratKorupsi #IndonesiaGelap @prabowo harus ambil langkah,negatif
1190,@mardiasih Sdh Kering on Mau ada cucian baru.. Msh banyak yg basah apalagı yg baru di resmikan #IndonesiaGelap #ParaPencuriUangRakyatJadiPejabat #,negatif
1191,@papa_loren Wkwkwkwkwkwkwkwk Ah sudahlah #IndonesiaGelap,netral
1192,@asumsico Kaga bakal percaya sama pemerintah. Orang bilangnya pertamax aja ternyata isi pertalite kok. Bener cabut aja dari bank BUMN. #IndonesiaGelap,negatif
1193,@jatamnas Pada akhirnya bodoamat sama negara. Mau bubar ya monggo mau apapun monggo. Someday wapres bilang anak muda jangan pesimis harus optimis . HALAH KONTOL ANAK HARAM GAUSAH BACOT! JABATAN LU HASIL GIVEAWAY! #IndonesiaGelap,negatif
1194,Semakin lama di X semakin sadar betapa kacaunya negeri ini. Rasanya tiada hari tanpa kekacauan pemerintah. Indonesia sudah gelap segelap-gelapnya #IndonesiaGelap,negatif
1195,Baru nyadar demo #IndonesiaGelap kemaren nggak ada hasil apa2,negatif
1196,Sdh 3 taun setia pake Pertamax tapi ngelus dada lihat maling duit rakyat makin merajalela. Rugi gede banget! Bayangin kalo duit hasil korupsi dialokasiin utk tukin ASN Dosen di Kemendiktisaintek. Bener2 #IndonesiaGelap #IndonesiaGelap #korupsipertamina #tukinforall,negatif
1197,brengsekkk mtr kesayangan gue kena prank. selama ini gue rawat kaya malika diminumin pertamax plot twistnya ternyata pertalite?!?! BANGKE LO PATRAA #boycottpertamina #IndonesiaGelap #indonesiabubar,negatif
1198,Ini akibat oknum bambang hero yg jadi asal muasal #tangkapbambanghero #adilioknum #kejagungri #dominuslitis #indonesiagelap https://t.co/W8qLitFzzJ,negatif
1199,Ada kepentingan besar dibalik ini semua #tangkapbambanghero #adilioknum #kejagungri #dominuslitis #indonesiagelap https://t.co/c56CZl5Gb6,netral
1200,@NenkMonica Gimana gak gelap wok! @prabowo moh buktinya kejagung baru nangkep dirut pertamina kaleng2 yg nyolongin pertalite! Nah rakyat disuruh Bahlil antre pake pertalite mau dihapuslah pake barcode lah! Menteri sama pejabat2nya sama koruptor semua! Jangan ngenyek! #IndonesiaGelap,negatif
1201,ini merusak keamanan??? INIII???? MERUSAK KEAMANAN????? #DarkIndonesia #IndonesiaGelap #TikusGaruda,negatif
1202,Ini akibat oknum bambang hero yg jadi asal muasal #tangkapbambanghero #adilioknum #kejagungri #dominuslitis #indonesiagelap https://t.co/XYcIYlLMFx,negatif
1203,Kejagung jadi alat kepentingan mengerikan #tangkapbambanghero #adilioknum #kejagungri #dominuslitis #indonesiagelap https://t.co/AKstldEan3,negatif
1204,@Jeotnghan Takut kok sama aces bang? Takut tuh sama #indonesiagelap kita belum ambis bang. Next event harus tunjukkin siapa diri kita ke outres!,negatif
